Sender,Message
SINHA,Nedra patatle sowmya
Sowmya,A?
SINHA,12 ki leycha ga inkem padutundhi le
Sowmya,Ohoo
SINHA,Haa
SINHA,Hlo
Sowmya,Baaga nidhrochi
Sowmya,Ippude padukobothunna
SINHA,Ok
Sowmya,Sinha
Sowmya,Okati adugudham anukunna
Sowmya,Santhoshi tho matladuthunnava?
SINHA,Ha adugu
SINHA,Chaala rojulu ayyindhi sowmya
Sowmya,Hmm
Sowmya,Ippati varaku oka nap vesa
Sowmya,Inka phone pakkana pedadham ani lechi WhatsApp open chesa
SINHA,Sare paduko le
Sowmya,Haaaa
Sowmya,Good night
SINHA,Nenu okati aadagana
Sowmya,Ha
SINHA,Bus ekkaka ina cheystav anukona cheyaleydhey
Sowmya,Emo...baledhu annav ga
SINHA,Oh sare
Sowmya,Sare mari bye
SINHA,Bye
Sowmya,...
SINHA,Bye
Sowmya,Mental
SINHA,Eevala ithy chepanu ... Padukonu antey cheppu eedaram vundham
Sowmya,A?
SINHA,Anthey
Sowmya,Asalu ivalle...10:30 nunchi full nidhra vasthundhi
Sowmya,Ey cheppu
SINHA,Ahha cheppanu
SINHA,Andukey bye antuna paduko velli.... Bye
Sowmya,??
Sowmya,Nee MSG choosaka sagam nidhra poindhi
SINHA,Ayyayo
SINHA,Paduko velli
Sowmya,Inkokati adugudham. Anukunna
Sowmya,Okati adugutha
Sowmya,Nee answer cheppu anthe
Sowmya,Em vundadhu
Sowmya,Intha alochinchaku
Sowmya,Em vundadhu
SINHA,Aadugu
Sowmya,Hmm
Sowmya,Oka ammaiki nv ante chalaa ishtam anuko
Sowmya,Kani neeku nachadhu
Sowmya,Matladadam manesav
Sowmya,Konni months aindhi
Sowmya,Aa ammai birthday vachindhi
Sowmya,Asalu ento birthday ne kadhu annatlu chalaa dull ga vundhi
Sowmya,Wish chesthava?
Sowmya,Nv nijanga honest ga cheppali
SINHA,Thappakunda cheystanu
Sowmya,Hmm okk
Sowmya,Oct 6th na inti daggara abbai birthday
Sowmya,Valla Chelli wish cheyi em kadhule andhi
SINHA,Ohh
Sowmya,Aha endhukule anukunna
Sowmya,Inka night Pani Puri thintunte akkada daggara lo vunna shop daggara vunnadu mundhe
Sowmya,Inka chalaaaa dull ga vellipoyadu
Sowmya,Ma thammudiki cheppa
Sowmya,Wish chestha ani
Sowmya,Happy Birthday ani msg chesthee
Sowmya,Thank you annadu
Sowmya,Adhi chepdham ane Ila adiga
Sowmya,Antee alochisthunna...inni months matladaledhu kadha malli kadhilisthe emanna thappu avuthundha ani
Sowmya,Hlo
SINHA,Adhem kaadhu le
Sowmya,Haa
SINHA,Wish cheyalenantha em inaa ayyindha ani
Sowmya,Malli nenu nv matladakapoina marchipoledhu Sowmya ani annadu
Sowmya,Em avvala nene visugochi appudu block chesa
Sowmya,Phirangipuram metlu ekkadu anta knees meedha🤦‍♀️
Sowmya,Ma thammudu cheppadu
SINHA,Abba
Sowmya,Veedu kooda velladu
SINHA,Enduku anta
Sowmya,Asalu naku em matladalo kooda thelidhu
Sowmya,Ademanna ante nee kosame antadu😬
SINHA,Nv adegava
Sowmya,Ante valla nanna ma nanna tho chepparu
Sowmya,Ala ekkadu ani
Sowmya,Aagu
SINHA,Valla nanna ki em chepadu anta mari
Sowmya,Serious kadhu
Sowmya,Em cheppaledhu
Sowmya,Edho pani chepisthunnaru ma father
Sowmya,Appudu topic vachi valla nanna annaru anamta
Sowmya,Adhi elano aa abbai ki kooda thelisindhi le
Sowmya,Endhuku ekkanu ani cheppada ma nanna annadu
Sowmya,Ledhu anna
Sowmya,Ha endhuku ante
Sowmya,Neeku thelidha annadu
Sowmya,Naku thelidhu anna
Sowmya,Appudu cheppadu
Sowmya,Inka em matladala nenu
Sowmya,Neeku vere option ledhule marchipo ani cheppaa
SINHA,Mee tammudu chusada pai varaku ekkadam
Sowmya,Haa
Sowmya,Asalu pichodo manchodo ardham kadhu
Sowmya,Endhuku annanu antee
Sowmya,Clear ga explain chesa
Sowmya,Aina aa abbai mari mondiga vunnadu
SINHA,Hmm ... Ithy kadilinchaka povadame manchidhi le time eh marustundhi antha
Sowmya,Haa em maradhu le
Sowmya,Nv anukunnadhi aithe em jaragadhu ante
Sowmya,Idhigo ee time gurinche matladathadu
Sowmya,Inka adhi
SINHA,Ippudu Ela aadagadam correct kadho teliadhu... But nek enduku eestam leydhu antey?
Sowmya,Firstt
Sowmya,Mana clg senior akka details adigadu
Sowmya,Ani cheppanuga
Sowmya,Valla boy fnd naku call chesi visiginchadu ani🤦‍♀️
SINHA,Ha
Sowmya,Aa thala noppi antha ee abbai vallee
Sowmya,Adigithe
Sowmya,Neetho matladadaniki ala chesanu antadu
SINHA,Oh eeshalu
Sowmya,Intha pichidanivi enti nv
Sowmya,Haa first lo nene idhe annaa
SINHA,Ok... Aa ammayi friend tho thinu emaina matladada mari ?
SINHA,Nvey matladukonava
Sowmya,Edho chat chesadu
Sowmya,Ahaa ledhu ledhu
Sowmya,Ma clg anna ee abbai ki call cheyala
SINHA,Hmm
SINHA,Thinu em involve avvale... Nvey solve cheysukonav aa problem antha
Sowmya,Antee
Sowmya,Ee abbai ke inka aa akka joliki vellamaku
Sowmya,Ledante aa anna nannu vsigisthunnadu ante
Sowmya,Appudu inka aapesadu
SINHA,Eedhi antha oka rojulo em aipole ga ... Eeni rojulu visiginchadu Mee senior
Sowmya,Chalane
SINHA,Ha nijanga nv antey eestam vuntey .... edho vidhanga approach ayye vadu thappa... Verey ammayiki msg cheysi nee Peru vacheyla cheyadu...
Sowmya,Na name aa akka cheppindhi
Sowmya,Mng
Sowmya,Ma anna
Sowmya,Navy ki velthava annadu saradaga
Sowmya,Aha anna
Sowmya,US velli green card thechukunta antava ani annadu
Sowmya,Green card ela istharu neeku ante
Sowmya,Marriage annadu
Sowmya,Nenu em chesukonu ani cheppa
SINHA,Hmm
Sowmya,Kani...ento emm ardham avvatla
Sowmya,Antha sodhi sodhiga vundhi
SINHA,Poni ee gap lo ... emmaina ayyindhi antava antey.... nv mamuluganey baga matladatav ga... So alaa emaina anukoni vuntadu
Sowmya,Nenu emm matladanu
Sowmya,Antha kopam vunte antha baga ela matladathanu
SINHA,Nijanga aa ammayi ki MSG cheyakunda ... Details dagarey aagipothey... Nene support cheysey vadini emo
Sowmya,Nenu kooda adhe aduguthanule
Sowmya,Edhedho chepthadu
SINHA,Kani nek nachadhu antunav kabati.... inkeppudu kadilinchaku ... Thanu kadhilinchina nv kadalaku... Evari bday ayina sare
Sowmya,Antee oka clear end ravali
SINHA,Ee story antha mundhey cheptey aasalu enduku wish cheysav andunu
Sowmya,Inthaka mundhu
Sowmya,Valla intlo cheppi maa intlo adigasthanu ani annadu
SINHA,Abbo
Sowmya,Nenu aithe asalu jaragakoodadhu ani korukunna appati nunchi
Sowmya,Haa
SINHA,Chaduvukoney time lo matches antey antha correct kaadhu nee meedhey effect vuntadhi
Sowmya,Haaa
Sowmya,Nv entha Aina chesuko 
SINHA,Hmm ... Antha kana mundhu ninnu Ela chustaro cheppu🤭
Sowmya,Enti ela choosedhi
SINHA,Chaduvu koney time lo ... Inti pakkana abbayi vachi match adigithey
Sowmya,Adhe kadhaa
Sowmya,Aina adiginappudule
SINHA,Abba... Nake edhola anipistundhi enti😑
Sowmya,Aa abbai asalu nannu vadhileyalani prayer chesthunte
Sowmya,Aa abbai reverse pray chesthunnadu
Sowmya,Okokkasari asalu edhi aithe adhi avuthundhile ani anipisthadhi
SINHA,Hmm nv em cheystav le daniki
Sowmya,Hmm
Sowmya,Manam enni anukunna jaragavh ani anipisthadhi
Sowmya,Ninnu Kori movie title song baguntadhi
Sowmya,Lyrics kooda
SINHA,Antey ippudu
Sowmya,Enti ippudi
SINHA,Em kaadhu le ...
Sowmya,Manam ante aa abbai anukunnavi jaragavu nenu anukunnavi jaragavu
Sowmya,Antha fate ani anna
SINHA,Rep aa abbayiney Mee intlo vallu teesuku vastey em cheystav
Sowmya,Hey le
Sowmya,Ammo
SINHA,Fate ani mundhuku velipotava🤭
Sowmya,Abba nenu 100000 percent confident
Sowmya,Asalu em theesukuraru
SINHA,Fate
Sowmya,Eeee
Sowmya,Nv chendalamaima examples cheppaku
SINHA,Nvey annav ga
SINHA,Chorry
Sowmya,Ha annanule kani cheppanuga ma parents aithe tharu
SINHA,Incase
Sowmya,Medabalimi girls ki husband's Baga vastharu🙃
Sowmya,🤣
SINHA,..
Sowmya,Evaru pattina idhe antaru
Sowmya,Are tharu ante incase antav
Sowmya,Nenu no ne cheptha
Sowmya,Nannu entha baga choosukunna 
SINHA,Mari fate destiny ani annaku appudu
SINHA,Bava 😅
Sowmya,😭🙏
Sowmya,Ledhule anali
Sowmya,Konnitlo anali🤭
SINHA,Hmm sare sare
Sowmya,Haaaaaaa marriages gola
SINHA,Start aipoyina Mee intlo
Sowmya,Cheee
Sowmya,Enti sinha nv🙄
Sowmya,Nenu asalu marriage vadhu ani ante
SINHA,Abbo🤭
Sowmya,Ala ela annatlu matladatharu maa mother
Sowmya,Abbo ante mari easy  kadhu sinha............
SINHA,Na dagara anna moodo ammayivi nv🤭
Sowmya,Haa seriously
Sowmya,Entha love marriage Aina emo...godavali ravachu
SINHA,Ha seriously... Anna eedaru ammayilu natho matladatle ippudu😅
Sowmya,Thaluchukuntene ammoo anipisthundhi marriage
Sowmya,Nice 👏
SINHA,Antey nrml ga matladukonappudu le
Sowmya,Adhele
SINHA,Thappadhu ga meeku mari
Sowmya,Ante nenu kooda tharuvatha neetho matladanu antava
Sowmya,Mari meeku?
SINHA,Maku choice... Meeku option
Sowmya,Ha??😂
SINHA,May be may not be
Sowmya,Asalu...casual ga Aina ledhule anochuga
SINHA,😅
SINHA,Leydhu le matladatav
Sowmya,Haa
Sowmya,Thaggindha
SINHA,Ha parle ninnati meedha
Sowmya,Hmm
Sowmya,Vishnu ki kooda baga cold
SINHA,Chaala late ayinatu vundhi ga
SINHA,Avunaa
Sowmya,Aithe afternoon vachindhi 2 ki
Sowmya,Haa
Sowmya,Monnati nunche
Sowmya,4 ki class ledhu😐
SINHA,Avunu cheppindhi le
Sowmya,Asalu 2 ke endhukochav ante
Sowmya,Nv edusthunnav ga ani andhi😂
SINHA,Haha 😅
Sowmya,Inka 4 ki class ledhu ani msg chesthe
SINHA,Ayyayo 😅
Sowmya,Intiki velli kooda adhe alochisthundhi anta
Sowmya,Asalu chi... nijamga clg ki enduku vachana ani aalochistunna nen ite...
SINHA,Hmm papam
Sowmya,Ha
SINHA,Ippudu Ela vundhi mari
Sowmya,Parledhu antale
Sowmya,Neelane😅
SINHA,Hmm😌
Sowmya,Abba
SINHA,🤭
Sowmya,null
SINHA,Nedra potha practice cheysava😅
Sowmya,Rahul tho chat
Sowmya,Ento chepthunnadu
Sowmya,Nakemo ekkatla nidhrosthundhi
Sowmya,Nidhrosthundhi ani chrppina
Sowmya,Cheppadu asalu
SINHA,Hmm🤭
Sowmya,Vinalani interest ledhu anna kani
Sowmya,Chepthadu
Sowmya,Enti asalu Ani okokkasari navvukunta
SINHA,Haa😅
Sowmya,Papam lucnh cheyala ee roju
Sowmya,12:45 to 4:10 maa daggare koorchunnadu
Sowmya,Surekha matladindhi
Sowmya,Konchem nenu
Sowmya,Konchem vishnu
SINHA,Hmm bale dorukutundhi le meetho time vadiki
Sowmya,😅😅😅😅
Sowmya,🤣🤣
SINHA,Eh kaadha
Sowmya,Dorukuthundhi
SINHA,Meeke time dorukutundha vaditho
Sowmya,Neeke dorakadhu ani navvochindhi
SINHA,Matho enduku le sowmya
Sowmya,Abbo
Sowmya,Asalu indhaka eppudo... nidhrosthundhi inka baga nidhra vasthadhi ani
Sowmya,Alpha Omega Aina song pettukunna
SINHA,Hmm
Sowmya,Adhi ayipoindhi inkoka song vasthundhi
Sowmya,Inka baga nidhrochindhi
Sowmya,Phone pakkana pedadham ani lechi
Sowmya,WhatsApp open chesa
Sowmya,Thamaru hlo annaru
Sowmya,Cheppanuga appude nidhra gone
SINHA,Hm tarvata telusu le
Sowmya,Haa
SINHA,Ippudu eedhi enduku cheptunatu
Sowmya,Ippatiki oka 10 times antha alochincha
Sowmya,Asalu antha nidhra ela poindhi ani
SINHA,Haha😅
Sowmya,Nv enti inka padukovadamena
SINHA,Ha nedra padithey padukovadame
Sowmya,Pattakapoina padukovalile
SINHA,Avunu neeku yellow dress vundhi ga
Sowmya,Ha
SINHA,Indaka Bilal ki vellinappudu tineysi vastuntey oka ammayi kanipichindhi Sowmya yellow dress lo
Sowmya,😂
SINHA,Ee pilla enti ikkadiki vachindhi anukona...
Sowmya,🤣🤣🤣🤣🤣🤣
Sowmya,Asalu ee msg chadivithe
SINHA,Nakemo face sarega kanipichav spects leykapothey... Kadhu anukontuney.... slippers chusa
Sowmya,Ammoo....😂😂
Sowmya,Mari endhuku antha spects pettukovachuga
SINHA,Same neevey avi kuda ... Kani ardam aipoyindhi le face two times chusaka
Sowmya,Asalu ee maatalu mathram bhale navvochindhi le
SINHA,Ha😅
Sowmya,Devuda
SINHA,Naku konchem sooku ekkuva🤭
Sowmya,Adhe andham anukunna
Sowmya,Antha soku kakapothe
Sowmya,Spects pettukovachu ga ani
Sowmya,Malli endhukule anj
Sowmya,Aa okka msg a petta
Sowmya,🤣🤣
SINHA,Eee
Sowmya,Sinha...sinha...😂
Sowmya,"Enti ee pilla ikkadiki vachindhi anta...,😂"
SINHA,Antey appudukey 9 daatindhi nv raavu ani telusu... Kani edho aasacharyam lo vachina words avi😅
Sowmya,Haaa
Sowmya,Ardham avuthundhi le
SINHA,Aasacharyam kana excitement correct
Sowmya,😅
Sowmya,Sare sare
SINHA,Haa
Sowmya,Manchi nidhra poye...
Sowmya,Promise ga
SINHA,Nadhe thappu le🙄😑
Sowmya,Repu idham le reply anukunna🤣🤣
Sowmya,Antha nidhrochindhi
Sowmya,Kani choosanuga
Sowmya,Nenu manchidhanniga
Sowmya,Andhuke icha
SINHA,Antha nedralo kuda manchi questions eh adegav ga
Sowmya,Haaaaa
Sowmya,Asalu adhi adagali anukunnaleee
SINHA,Haa haa
Sowmya,Adhi adigithe okala vundedhi adagaka poyi vunte inkola vundedhi
SINHA,Hmm... Ippuduki nen adega question ki answer rale
Sowmya,Nee birthday aithe vastha Sinha
Sowmya,Chala
Sowmya,Inka emanna kavala
SINHA,Feel miss ayyindhi but ok le
SINHA,Chaalu
Sowmya,Abbbaa........
SINHA,Inka paduko
Sowmya,Ee msg tho aa feel naku vachindhile
SINHA,Abba😅
Sowmya,Nijanga
SINHA,Sare sare manchidhi
Sowmya,Sare mari
Sowmya,Bye
SINHA,Haa
SINHA,Good night... Sweet dreams
Sowmya,Take care
Sowmya,😅
SINHA,Ok...
Sowmya,"Nv pettina msg, nenu pettina msg rendu kalipi chaduvule"
SINHA,Haa ok
Sowmya,Em timing sinha asalu needhi😐😐😐
SINHA,Ellehe
Sowmya,Vachedham anukunnaa
Sowmya,Malli endhukule em anukuntadhi ani raledhu
SINHA,Haa nijamele
Sowmya,Haaa
Sowmya,Oorake vachava
Sowmya,Aina class ledhu annaruga sinha
SINHA,Class loney kurchondam ani vacham
Sowmya,Hmm aithe nenu velladam lo thappu ledhule
SINHA,Vijay gadu hostel lo kurchondam annadu aasale
SINHA,Vadhu ra veldam anna ga
SINHA,Nadhi thappu le🙄
Sowmya,Haa needhe
Sowmya,Vishnu emo intiki velli padukunta andhi
Sowmya,Sare vellu anna
Sowmya,Nenu 3 ki veldham anukunna
Sowmya,Yamini adiga a time ki veldham ani 5 andhi
SINHA,Cheppa neeku appudu kuda msg cheyi ani
Sowmya,Abboo sarele ani nenu kooda vishnu tho vachesa
Sowmya,Nv ippudu cheyalsindhi
Sowmya,Aina....class ledhuga ravemo anukunna
SINHA,Yamini ni chusi nerchuko
Sowmya,Eeee
Sowmya,3 or 4 ante ok
Sowmya,Mari...5 ante ikkada bus full ayipodhi
SINHA,Ippudu bus. Ekkeysav ga mothaniki
Sowmya,Ha haa
SINHA,Ninna meeru 5 ki vellaru anukonta
Sowmya,Kadhu 4 ki
SINHA,Ohoo
Sowmya,Haaa
SINHA,You deleted this message
SINHA,You deleted this message
SINHA,Inka bus ekkaleyda sowmya
Sowmya,...
Sowmya,...
SINHA,Hmm
SINHA,Hlo
Sowmya,Ha
SINHA,Busy aa andi🙄
Sowmya,Enti
SINHA,Busy ga vunnara ani
Sowmya,Ledhule
SINHA,Mari ento silent aipoyaru
Sowmya,Nee maatalaki em matladalo theliyatledhule
SINHA,Arey
SINHA,Matladava ithy inka
Sowmya,Nenu cheppaledhuga
SINHA,Cheppu mari
Sowmya,Em cheppanu
Sowmya,Rahul ledu ani vellipoyanu ana?
SINHA,🫤
Sowmya,Enni marks
Sowmya,Enni marks lokesh ani andham anukunna
SINHA,Enthey Sowmya nenu annavi elaaney reverse avitayi
Sowmya,Sarele lyte
SINHA,Nv vuntav anney class ki vacha <This message was edited>
Sowmya,Mari MSG chesi ravachuga
SINHA,Nenu 2 ki vacha ga
SINHA,Vuntaru emo anukona
Sowmya,Anni surprise lu shocking lu idham anukuntav last ki boost avuthai
SINHA,Inka lev le
Sowmya,🤣🤣🤣
Sowmya,Eppudu velthav mari
SINHA,Friday
Sowmya,🤦‍♀️
Sowmya,Ekkadiki
SINHA,Intiki
Sowmya,Enni days vuntav
SINHA,27 or 28
Sowmya,Abboooo
Sowmya,Sare mari aithe
SINHA,Ha bye
Sowmya,Friday evng velthava
SINHA,Haa
Sowmya,Sare sare
Sowmya,Vuntava Anni days intlo
SINHA,Ha vundalane veltuna
Sowmya,Expected
SINHA,Inka surprise kalavadalu vundav le
Sowmya,Who this thammudu
SINHA,Haa?
Sowmya,Wts ur full name
SINHA,Lokesh Sinha Nakka ... Saripotundha?
SINHA,Teliyinatu
Sowmya,This message was deleted
Sowmya,Her anna
Sowmya,Here
SINHA,Oh Hi bro
Sowmya,Hey
SINHA,Ha?
Sowmya,Haa
Sowmya,Indhaka ma anna msg chesadule
SINHA,Hmm cheppadu
Sowmya,Hmm
Sowmya,OTP kosam phone theesukunnadu
Sowmya,Inka nayyam emanna antademo anukunna 😐
Sowmya,Ento delete chesadu enti adhi
SINHA,Sare
SINHA,I'm his anna
SINHA,Ani peytadu
Sowmya,Oh
Sowmya,Devuda chachipoya em antada ani
Sowmya,Nenu emo phone lakuntunna
Sowmya,Nv mundhu thinu annadu
SINHA,Ha adhele msg emaina teda ga ardam ayinatu vundhi
SINHA,Explain cheydam anukona
Sowmya,Endhukule anosaram
SINHA,Hmm sarele
Sowmya,Hmm
SINHA,Hmm
Sowmya,Sare nenu evng chestha🤣
SINHA,Sare Nenu cheyanu
Sowmya,Ha?
Sowmya,Abba em kadhule sinha nv
SINHA,Nijanga 😒
Sowmya,Ante enti
SINHA,Cheyanu anthey
Sowmya,First nv msg cheyavu ana?
SINHA,Nv cheysina reply eevanu ani
Sowmya,Endhuku
Sowmya,Ma anna em analedhule
Sowmya,Nijangaaa
Sowmya,Sare aithe na exam ayyaka msg chesthale aithe
SINHA,Ur wish
SINHA,Padukonava
Sowmya,Ippude padukobothunna
Sowmya,Good night
SINHA,Ok
SINHA,Hlo
Sowmya,Haa
SINHA,Padukole ga inka
Sowmya,Books close chesi
Sowmya,Pakkana pettali
Sowmya,Padukuntunna
SINHA,Ohoo sare
Sowmya,Ha bye
SINHA,Abbo
SINHA,Sare bye
SINHA,Inkem matladava sowmya
Sowmya,Appatike prepare ayyi padukundham anukunnaa
SINHA,Oh sarele
Sowmya,Insta lo action chesav ga em kavali andi meeku ani
SINHA,Andukey night bye anna malli chesa... Kopam vachindhi emo ani
SINHA,Net kuda appeysi padukonav ga😒
Sowmya,Ha marii
SINHA,Mari leydhu em leydhu
Sowmya,Abbaa
Sowmya,Naku em vadhule ani cheppanuga
SINHA,Enti vadhu
Sowmya,Em ledhu
SINHA,Arey...
SINHA,Peh
Sowmya,Ha
SINHA,Inka elanney matladatav ga
Sowmya,Nv em anukuntunnav
SINHA,Inka deniko kopam vundhi anukintuna
Sowmya,Inka deniki vuntadhi
SINHA,Cheppu adhi kuda
Sowmya,Nakem thelusu
Sowmya,Nve annav ga
SINHA,Vundho leyho cheppali
SINHA,Ela anty em ardam avutagi
Sowmya,Naku m levu
SINHA,Manchidhi
Sowmya,Hmm
SINHA,Hi
SINHA,Hi
SINHA,Sowmya
Sowmya,Cheppu sowmya
SINHA,Em cheystunav sowmya
SINHA,Chusi vadileystav em anukovali🙄
Sowmya,Nee ishtam
Sowmya,Edhi Aina anuko
SINHA,Matlada vachu ga sowmya
Sowmya,Ha matladu
SINHA,Cheppu
Sowmya,Vastha vastha bus ni theesukosthav anta
Sowmya,Roju eee abbai ni thechukunte saripoidhi anta
SINHA,Eee
Sowmya,Eee
Sowmya,Aina password cheppadaniki emii
Sowmya,Andhulo em vunna...nenu asalu em anukunedhanni kadhu
SINHA,Aa password cheptey nvey kotha question aadugutav enduku adhi antha ani
Sowmya,Abbaa
Sowmya,Appudu aa question adagavadhu ani cheppalsindhi
SINHA,Aadagavadhu antey aadagavu sare... Kani alocheystav ga
Sowmya,Sarele
SINHA,Haq
Sowmya,Hmm
SINHA,Hmm
Sowmya,Inka MSG cheyanule sinha
Sowmya,Exam ayipoyina tharuvatha chestha
Sowmya,Ee days ento asalu marii fast ga ayipothunnai
SINHA,Em prepare avvadaniki time vundatleyda
Sowmya,Ala Ani kadhule
SINHA,Mari
Sowmya,Oka 5 days matladakunda vundham ani
SINHA,Eedhenti appudu sarega prepare avvava levu sowmya
SINHA,😅
Sowmya,Abbaa
Sowmya,Endhuku avvanu
SINHA,Sare avutav le
Sowmya,Ha
SINHA,Poni padukoney mundhu ina cheyi le
Sowmya,Emani good night ana
SINHA,Oka 5 mins kuda vundadha matladaniki 🙄
Sowmya,Aha
SINHA,Arey Marini nv
Sowmya,5 days one msg kooda lekunda
Sowmya,Em Sinhaa
Sowmya,Enti em matladav
SINHA,Kaddhu enduku ala antunav ani
Sowmya,Oorike 😅
Sowmya,Okokkasari anthe le nenu
Sowmya,Ela antee
Sowmya,Ippudu 5 min varaku ilane kadgalakunda vundali
Sowmya,Oka 10 days songs vinakoodadhy
Sowmya,Ala anukunta🤭
SINHA,Saripoyindhi
SINHA,Verey vallani chusuko ithy daniki
Sowmya,Abbaa ...
Sowmya,Ninne choosukunnale
SINHA,Enti sowmya
Sowmya,Em aindhi sinhaaa
Sowmya,5 days vundaleva matladakunda🙃
SINHA,Nv cheppu  poni deniki
Sowmya,Em cheppanu
Sowmya,Nv twaraga cheppu intiki velli charging pettestha phone
SINHA,5 days vundagalava matladakunda
Sowmya,Haaa vunta
SINHA,Oh sare
Sowmya,Nv maathram cheppaku
Sowmya,Thirigi nanne adugu
SINHA,Inkem vundhi le nv cheppesaka... Nek Ela anipistey ala cheyi le
Sowmya,Abbaaa
Sowmya,Sare nenu exam ayyake msg chesthanj Sinha
Sowmya,Nv pray cheyi nenu kooda chesukunta
Sowmya,Edokati avuthadhi exam
SINHA,You deleted this message
Sowmya,A??
Sowmya,Chaitanya sir class vundhiga
SINHA,Nakem annalo kuda teliyatle
Sowmya,Sare idhi cheppu
SINHA,Rep oka roju rakapothey inka exam ayyevaraku enti tarvata 10 days kanipinchanu ga anduku
Sowmya,Abboo
Sowmya,Sare aagu nenu tharuvatha insta lo msg chestha
SINHA,Sare
SINHA,Ekkava bus
Sowmya,Haa
Sowmya,Bus stand ki velli koorchunna
Sowmya,Ala maa father vachi pakkana koorchunnaru
Sowmya,Ammo anukunna
SINHA,Ok
Sowmya,Hmm
SINHA,Ala vunavey class lo
Sowmya,Ela
SINHA,Edho alochestunatu
Sowmya,Aha em ledhu
Sowmya,Bore kottindhile
Sowmya,First aa Adil matladuthunte enti veellu asalu Ani anipinchi
SINHA,Hmm
Sowmya,Inka tharuvatha vallu chepthundhe choosthunna
Sowmya,Enti em reply ivvavu
SINHA,Kaadhu... Ala vuntey matladam ani vachina vallu kuda em matladali ardam kaadhu ga
Sowmya,Nenu bane vunnanu Sinha
Sowmya,Maamulga kooda alane vuntanuga
SINHA,Moham tepesukona🙄
Sowmya,Ante Mari vallu mundhega vundhi
SINHA,Matladey vallu venaka vunaru ga mari
Sowmya,Em marladatledhuga
SINHA,Sare
Sowmya,Hmm bye chepthe emo po po annav
SINHA,Ninna annav ga exam ayye varaku cheyanu ani
Sowmya,Ha
SINHA,Cheyanu inka baga prepare avvu
Sowmya,Sare
Sowmya,Adhedho ninnane cheppalsindhi
Sowmya,Antee
Sowmya,Oorake
Sowmya,5 days anukunna kadha
SINHA,Nenu class lo vunappudey anukona le
Sowmya,Ee roju matladesav
Sowmya,Etu intiki velthe nv matladav
SINHA,Nee eestam vunna rojulu vundu
Sowmya,Sare bye
SINHA,Aasalu sowmya
SINHA,Theneyna chat cheyseydhi natho anipistadhi
SINHA,Appudappudu
Sowmya,😐
SINHA,Nijanga kopam vastundhi bagaa
Sowmya,Deniki
Sowmya,Abba mari matladali ante pilavachugaa
SINHA,Emo le
Sowmya,Enti emole
Sowmya,Naku aithe bayata matladadam radhu Sinha
SINHA,Naku radhu vadu inaa edho okati adhi maneysi
Sowmya,Ardham kala
SINHA,Vadu edho okati
Sowmya,Inka ardham kala
SINHA,Sarele vadiley
Sowmya,Haa cheppaku
SINHA,Em vundhi nek radhu nak radhu... Inkem vuntadhi boondhi anthey
Sowmya,🤣🤣
Sowmya,Sare mari
SINHA,Adhi kaadhu nenu inaa edho okati matladadam anney anukonta
Sowmya,Mari matladaledhuga
SINHA,Adhey ga antunanu maa vaipu ekkada vunav
Sowmya,Pilavachugaa🙃
SINHA,Radhu antav sare... Eevale ekkananga bore annav
Sowmya,Bore ante Mari first nene ga vundhi
Sowmya,Meeru edho matludkuntunnaru
SINHA,Nak aa maata asalu nachadhu
Sowmya,Sarele
SINHA,Andukey cheppeysa cheyanu ani
SINHA,Kani kopam povatle oo pakka
Sowmya,Pothundhi le
SINHA,Sare
Sowmya,Hmm
SINHA,Ellehe
Sowmya,Haa
SINHA,Em cheystunav
Sowmya,Ntg
Sowmya,Prepare avudham ani vunna
SINHA,Sarele avvu
SINHA,Nijanga cheyodha ithy
Sowmya,😅
Sowmya,Nee ishtam
SINHA,Bane vunnava nijanga
Sowmya,Haa
SINHA,Ala anipinchatle sowmya
Sowmya,Mari ela anipisthundhi
Sowmya,Ledhu sinha
Sowmya,Bane vunna
SINHA,Hmm sare ...
Sowmya,Hmm
Sowmya,..
SINHA,Roju vunatu ithy levuu <This message was edited>
Sowmya,Ledhuuu
Sowmya,Edho matladaledhu ani ala anipinchi vunnatlundhi neeku
SINHA,Ippudu kuda ala matladatle cheppalante
Sowmya,🙄
SINHA,Sare mari panilo vunav ga
Sowmya,Panilo lenu
SINHA,Prepare avvatleyda
Sowmya,Avuthunna
SINHA,Avvu mari
Sowmya,Haa sare
Sowmya,Night msg chesthe insta lo cheyi
SINHA,Nvey cheysta ani cheppochu ga
Sowmya,Sare
Sowmya,Nuvve cheyi
Sowmya,😅
SINHA,Em feel avutunavo cheppu mamuluga
SINHA,What's wrong actually
Sowmya,Nenu emmm feel avvatla sinha......
SINHA,Hmm sare
